epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,66.669,0.97253,2.08559,1.01753,0.02871,0.75,0.35443,0.23708,1.08099,3.51716,0.99739,0.000197458,0.000197458,0.000197458
40,68.5438,0.95637,2.14463,0.9623,0.02871,0.75,0.35443,0.23708,1.08099,3.51716,0.99739,0.000199438,0.000199438,0.000199438
41,70.0878,0.88198,1.91785,1.0098,0.02702,0.6875,0.3488,0.24753,1.06683,3.50545,0.99467,0.000201253,0.000201253,0.000201253
42,72.1827,0.97505,1.86023,0.93342,0.02702,0.6875,0.3488,0.24753,1.06683,3.50545,0.99467,0.000202903,0.000202903,0.000202903
43,73.9735,0.88398,1.74599,0.97657,0.02815,0.625,0.46,0.2983,1.06919,3.48238,0.99966,0.000204388,0.000204388,0.000204388
44,75.6646,0.98116,1.7828,0.95919,0.02815,0.625,0.46,0.2983,1.06919,3.48238,0.99966,0.000205709,0.000205709,0.000205709
45,77.6482,1.0056,1.79907,1.03535,0.02887,0.625,0.43531,0.28133,1.10096,3.44537,1.01127,0.000206864,0.000206864,0.000206864
46,79.2347,0.9845,1.73611,1.02692,0.02887,0.625,0.43531,0.28133,1.10096,3.44537,1.01127,0.000207854,0.000207854,0.000207854
47,80.9757,0.96096,1.71434,0.94992,0.02873,0.625,0.43531,0.29889,1.06785,3.41672,1.0041,0.00020868,0.00020868,0.00020868
48,82.9746,0.93719,1.68029,1.00469,0.02873,0.625,0.43531,0.29889,1.06785,3.41672,1.0041,0.00020934,0.00020934,0.00020934
49,84.6365,0.94727,1.72155,0.94043,0.03056,0.625,0.45604,0.3305,1.04489,3.39391,1.00125,0.000209836,0.000209836,0.000209836
50,86.407,0.97823,1.55468,0.90573,0.03056,0.625,0.45604,0.3305,1.04489,3.39391,1.00125,0.000210167,0.000210167,0.000210167
51,88.3503,0.88453,1.56324,0.92058,0.02954,0.625,0.4975,0.35125,1.04286,3.35744,1.00251,0.000210332,0.000210332,0.000210332
52,90.0803,1.01664,1.44596,1.01232,0.02954,0.625,0.4975,0.35125,1.04286,3.35744,1.00251,0.000210333,0.000210333,0.000210333
53,91.8115,0.95825,1.4847,0.98945,0.02954,0.625,0.4975,0.35125,1.04286,3.35744,1.00251,0.000210169,0.000210169,0.000210169
54,93.5855,0.91243,1.67855,0.9917,0.0347,0.8125,0.49123,0.35607,1.04432,3.31651,1.00727,0.00020984,0.00020984,0.00020984
55,95.145,0.93972,1.60069,1.04442,0.0347,0.8125,0.49123,0.35607,1.04432,3.31651,1.00727,0.000209346,0.000209346,0.000209346
56,96.9065,1.03515,1.54957,1.06733,0.0347,0.8125,0.49123,0.35607,1.04432,3.31651,1.00727,0.000208687,0.000208687,0.000208687
57,98.5127,0.88049,1.42412,1.00248,0.03839,0.875,0.64229,0.42246,1.03616,3.32023,1.0066,0.000207863,0.000207863,0.000207863
58,100.052,0.90881,1.34431,0.94472,0.03839,0.875,0.64229,0.42246,1.03616,3.32023,1.0066,0.000206875,0.000206875,0.000206875
59,101.795,0.94562,1.43074,1.01634,0.03839,0.875,0.64229,0.42246,1.03616,3.32023,1.0066,0.000205721,0.000205721,0.000205721
60,103.501,0.95643,1.36649,0.98648,0.03931,0.875,0.80812,0.57682,1.06245,3.26572,1.01905,0.000204402,0.000204402,0.000204402
61,105.047,1.01865,1.40234,0.97523,0.03931,0.875,0.80812,0.57682,1.06245,3.26572,1.01905,0.000202919,0.000202919,0.000202919
62,106.711,0.88512,1.35916,1.02971,0.03931,0.875,0.80812,0.57682,1.06245,3.26572,1.01905,0.00020127,0.00020127,0.00020127
63,108.299,0.87067,1.34371,0.97099,0.04206,1,0.87062,0.61231,1.06783,3.14538,1.02017,0.000199457,0.000199457,0.000199457
64,109.885,0.90446,1.36112,0.92475,0.04206,1,0.87062,0.61231,1.06783,3.14538,1.02017,0.000197478,0.000197478,0.000197478
65,111.569,0.90913,1.33943,0.96488,0.04206,1,0.87062,0.61231,1.06783,3.14538,1.02017,0.000195335,0.000195335,0.000195335
66,113.418,0.88155,1.3555,0.97228,0.04022,1,0.87062,0.62166,1.06161,2.99381,1.01312,0.000193027,0.000193027,0.000193027
67,115.026,0.94103,1.41197,0.92821,0.04022,1,0.87062,0.62166,1.06161,2.99381,1.01312,0.000190554,0.000190554,0.000190554
68,116.708,0.87293,1.23654,1.00765,0.04022,1,0.87062,0.62166,1.06161,2.99381,1.01312,0.000187916,0.000187916,0.000187916
69,118.337,0.84343,1.4678,0.94096,0.04073,1,0.93271,0.6651,1.08481,2.85371,1.01618,0.000185113,0.000185113,0.000185113
70,119.894,0.86871,1.20846,0.95363,0.04073,1,0.93271,0.6651,1.08481,2.85371,1.01618,0.000182145,0.000182145,0.000182145
71,121.605,0.82644,1.20891,0.93338,0.04073,1,0.93271,0.6651,1.08481,2.85371,1.01618,0.000179012,0.000179012,0.000179012
72,123.335,1.01895,1.38755,1.00897,0.89332,0.375,0.93281,0.64863,1.10137,2.75743,1.02018,0.000175714,0.000175714,0.000175714
73,124.899,0.83484,1.2441,0.90463,0.89332,0.375,0.93281,0.64863,1.10137,2.75743,1.02018,0.000172251,0.000172251,0.000172251
74,126.642,0.81375,1.23654,0.907,0.89332,0.375,0.93281,0.64863,1.10137,2.75743,1.02018,0.000168623,0.000168623,0.000168623
75,128.217,0.95451,1.34737,0.9401,0.96919,0.125,0.93281,0.64759,1.10487,2.68766,1.02268,0.000164831,0.000164831,0.000164831
76,129.799,0.94813,1.2052,0.98509,0.96919,0.125,0.93281,0.64759,1.10487,2.68766,1.02268,0.000160873,0.000160873,0.000160873
77,131.498,0.93317,1.37627,0.98135,0.96919,0.125,0.93281,0.64759,1.10487,2.68766,1.02268,0.000156751,0.000156751,0.000156751
78,133.491,0.9655,1.29231,1.01058,0.97582,0.125,0.93281,0.63519,1.09958,2.63093,1.0221,0.000152463,0.000152463,0.000152463
79,135.019,0.95446,1.31085,0.94683,0.97582,0.125,0.93281,0.63519,1.09958,2.63093,1.0221,0.000148011,0.000148011,0.000148011
80,136.617,0.935,1.3112,0.97802,0.97582,0.125,0.93281,0.63519,1.09958,2.63093,1.0221,0.000143393,0.000143393,0.000143393
81,138.317,0.95322,1.17894,0.96093,0.96286,0.25,0.93281,0.65994,1.0761,2.57292,1.02497,0.000138611,0.000138611,0.000138611
82,139.792,0.83231,1.18757,0.93297,0.96286,0.25,0.93281,0.65994,1.0761,2.57292,1.02497,0.000133664,0.000133664,0.000133664
83,141.357,0.81015,1.13769,0.89805,0.96286,0.25,0.93281,0.65994,1.0761,2.57292,1.02497,0.000128552,0.000128552,0.000128552
84,142.936,0.88458,1.17602,1.01565,0.95302,0.25,0.93281,0.67034,1.06179,2.49829,1.03175,0.000123275,0.000123275,0.000123275
85,144.494,0.91229,1.2279,0.94806,0.95302,0.25,0.93281,0.67034,1.06179,2.49829,1.03175,0.000117833,0.000117833,0.000117833
86,146.058,0.94112,1.19336,1.02202,0.95302,0.25,0.93281,0.67034,1.06179,2.49829,1.03175,0.000112226,0.000112226,0.000112226
87,147.647,0.88749,1.25965,0.99253,0.95302,0.25,0.93281,0.67034,1.06179,2.49829,1.03175,0.000106454,0.000106454,0.000106454
88,149.262,0.95596,1.2877,0.98858,0.94208,0.375,0.93281,0.67041,1.05478,2.36085,1.04168,0.000100517,0.000100517,0.000100517
89,150.83,0.95684,1.2015,0.9446,0.94208,0.375,0.93281,0.67041,1.05478,2.36085,1.04168,9.44156e-05,9.44156e-05,9.44156e-05
90,152.66,0.79914,1.12622,0.93114,0.94208,0.375,0.93281,0.67041,1.05478,2.36085,1.04168,8.81489e-05,8.81489e-05,8.81489e-05
91,154.209,0.7979,1.11417,0.92119,0.94208,0.375,0.93281,0.67041,1.05478,2.36085,1.04168,8.17173e-05,8.17173e-05,8.17173e-05
92,155.752,0.79465,1.0871,0.97794,0.92522,0.375,0.93281,0.67559,1.05147,2.21066,1.04607,7.51208e-05,7.51208e-05,7.51208e-05
93,157.705,0.87363,1.16592,0.96178,0.92522,0.375,0.93281,0.67559,1.05147,2.21066,1.04607,6.83593e-05,6.83593e-05,6.83593e-05
94,159.21,0.84432,1.15248,0.963,0.92522,0.375,0.93281,0.67559,1.05147,2.21066,1.04607,6.14329e-05,6.14329e-05,6.14329e-05
95,160.849,0.84429,1.07768,0.95518,0.92522,0.375,0.93281,0.67559,1.05147,2.21066,1.04607,5.43416e-05,5.43416e-05,5.43416e-05
96,162.775,0.83305,1.09127,0.94873,0.77062,0.62503,0.93281,0.67559,1.04682,2.05762,1.04744,4.70853e-05,4.70853e-05,4.70853e-05
97,164.299,0.83179,1.09235,0.97505,0.77062,0.62503,0.93281,0.67559,1.04682,2.05762,1.04744,3.96641e-05,3.96641e-05,3.96641e-05
98,165.966,0.85654,1.12665,0.9359,0.77062,0.62503,0.93281,0.67559,1.04682,2.05762,1.04744,3.2078e-05,3.2078e-05,3.2078e-05
99,167.785,0.84858,1.08474,0.94674,0.77062,0.62503,0.93281,0.67559,1.04682,2.05762,1.04744,2.43269e-05,2.43269e-05,2.43269e-05
100,169.326,0.8192,1.04988,0.93286,0.76746,0.67283,0.93281,0.67869,1.04664,1.91587,1.04672,1.64109e-05,1.64109e-05,1.64109e-05
